id,title,description,long_description,keywords,city,region,country,address,coordinates,date_start,date_end,url
28192809,Visite libre des jardins du Rosalie,Marché participatif de Rosalie,"Marché participatif de Rosalie A l'occasion de la Fête des Jardins, Rosalie organise son marché participatif, le samedi 7 juin de 12h à 18h. Pour cette deuxième édition du marché d'été, des artisans parisiens seront présents pour vous faire découvrir leurs créations. Accès libre au jardin, bar à cocktails et tapas au programme.",,Paris,Île-de-France,FR,8bis avenue de la Soeur-Rosalie 75013 Paris,"{'lon': 2.35364, 'lat': 48.831972}",2025-06-07T10:00:00+00:00,2025-06-07T16:00:00+00:00,https://openagenda.com/culture/events/marche-participatif-du-rosalie
19300788,"Expo photo ""Du pollen plein les pattes""",Du pollen plein les pattes... Insectes pollinisateurs du jardin Villemin,"Du pollen plein les pattes... Insectes pollinisateurs du jardin Villemin Venez découvrir l'exposition des très belles photos de Gilles Roux : une étude de la biodiversité dans un jardin partagé parisien. L'inventaire des insectes pollinisateurs a débuté avec le jardin partagé en juillet 2005, environ 300 espèces ont été photographiées et documentées en 3 ans. Chaque photo montre une espèce d’insecte différente (antéphores, bombus, coccinelles, syrphes, abeilles, etc.) sur une fleur ou plante différente (avec légendes simples et documentées) Les objectifs du projet sont de faire naître la curiosité pour le minuscule, pas toujours visible par l’œil humain, faire comprendre que la diversité des espèces plantées attire la diversité des insectes et faire connaître l’importance de la pollinisation dans la biodiversité.",,Paris,Île-de-France,FR,4 rue des Récollets 75010 Paris,"{'lon': 2.362368, 'lat': 48.874382}",2025-06-07T12:00:00+00:00,2025-06-07T14:30:00+00:00,https://openagenda.com/culture/events/expo-photo-du-pollen-plein-les-pattes
6754675,Les fruits de saison,"Pâte à choux, macarons, classiques de la pâtisserie... n'auront plus de secrets pour vous !","Pâte à choux, macarons, classiques de la pâtisserie... n'auront plus de secrets pour vous ! Au menu : - Crumble épicé au kaki - Tatin de mangue au citron vert, coulis fruits de la passion - Feuilleté à la crème d'amande et figue fraîche Merci de vous inscrire en ligne sur le site de L'atelier des Chefs : https://www.atelierdeschefs.fr/cours-de-cuisine/331836/les-fruits-de-saison/",,Paris,Île-de-France,FR,"27 rue Péclet, 75015 Paris","{'lon': 2.299509, 'lat': 48.841993}",2025-10-03T13:30:00+00:00,2025-10-03T15:30:00+00:00,https://openagenda.com/la-grande-semaine-vegetale/events/les-fruits-de-saison
96374263,Atelier de cuisine : Au-delà du tofu,"Si le tofu est la star de la cuisine végétale, il n’est pas la seule protéine végétale. Découvrez deux autres protéines savoureuses: le tempeh aux arômes subtils, et le seitan, moelleux et gourmand.","Si le tofu est souvent la star de la cuisine végétale, il n’est pas seul sur le podium des protéines végétales. INSCRIPTION OBLIGATOIRE PAR ICI. Cet atelier vous invite à découvrir deux autres protéines riches et savoureuses : le tempeh, à la texture ferme et aux arômes subtils, et le seitan, moelleux et gourmand. Au programme : un rôti de seitan aux accents traditionnels et un tempeh laqué à l’orange inspiré de la cuisine chinoise, pour voyager entre saveurs familières et exotiques… tout en élargissant votre répertoire veggie avec des techniques pour réussir vos préparations. ATTENTION : Le seitan est fabriqué à partir du gluten de blé, donc il ne convient pas aux personnes intolérantes au gluten. Le tofu n’est pas le seul allié de la cuisine végétale. Le tempeh, originaire d’Indonésie, et le seitan, issu d’une tradition culinaire asiatique ancienne, offrent chacun des textures, saveurs et possibilités uniques qui méritent d’être explorées. Dans cet atelier, vous apprendrez à préparer et à assaisonner ces protéines pour qu’elles révèlent tout leur potentiel : un rôti de seitan généreux, parfait pour un repas convivial ou festif, et un tempeh laqué à l’orange aux notes sucrées-salées, inspiré des plats chinois. Nous verrons ensemble les techniques simples et reproductibles qui transforment ces ingrédients bruts en plats savoureux, tout en gardant une approche accessible pour votre cuisine de tous les jours. Dans la convivialité du centre de yoga, vous manipulerez, cuisinerez et dégusterez vos créations, et repartirez avec de nouvelles idées pour élargir votre palette culinaire au-delà des classiques.",,Paris,Île-de-France,FR,28 Rue Planchat 75020 Paris,"{'lon': 2.398318, 'lat': 48.853824}",2025-09-27T13:00:00+00:00,2025-09-27T15:00:00+00:00,https://openagenda.com/la-grande-semaine-vegetale/events/atelier-de-cuisine-au-dela-du-tofu
77342635,Atelier de cuisine : Astuces en pâtisserie végane,"Et si la pâtisserie devenait votre nouveau terrain de jeu? Découvrez comment réussir aussi bien le sucré que le salé - sans œufs, sans beurre et sans lait, en préservant la gourmandise et la texture.","Et si la pâtisserie végétale devenait votre nouveau terrain de jeu ? INSCRIPTION OBLIGATOIRE PAR ICI Dans cet atelier, vous découvrirez comment réussir aussi bien le sucré que le salé… sans œufs, sans beurre et sans lait, tout en préservant la gourmandise et la texture. Nous mettrons ces techniques en pratique en réalisant deux recettes pleines de caractère : des tartelettes aux oignons confits, riches en saveurs et fondantes, et des madeleines citron–pavot au parfum délicat et à la mie moelleuse. Au programme : astuces simples, mise en pratique et dégustation dans une ambiance conviviale. Réussir vos desserts et gourmandises salées sans ingrédients d’origine animale. La pâtisserie végane ne se résume pas à “enlever” certains produits : elle ouvre la porte à de nouvelles combinaisons, textures et saveurs, parfois inattendues, toujours gourmandes. Dans cet atelier, vous découvrirez comment remplacer les œufs, le beurre ou le lait grâce à des alternatives simples et accessibles — aquafaba, purées d’oléagineux, laits végétaux, vinaigre de cidre, graines de lin moulues… — et comment les utiliser pour obtenir des résultats bluffants. Nous expérimenterons ces techniques à travers deux recettes: – Des tartelettes aux oignons confits, au fond de pâte croustillant et à la garniture fondante, pour une touche salée qui sublime un apéritif ou un repas. – Des madeleines citron–pavot, délicatement parfumées et moelleuses, parfaites pour le goûter ou une pause thé raffinée. Vous repartirez avec un bagage de techniques faciles à reproduire chez vous, et l’envie de décliner ces recettes à l’infini. Et bien sûr, nous partagerons ensemble la dégustation des créations dans l’atmosphère chaleureuse du centre de yoga.",,Paris,Île-de-France,FR,28 Rue Planchat 75020 Paris,"{'lon': 2.398318, 'lat': 48.853824}",2025-10-04T13:00:00+00:00,2025-10-04T15:00:00+00:00,https://openagenda.com/la-grande-semaine-vegetale/events/atelier-de-cuisine-astuces-en-patisserie-vegane
85537878,Atelier de cuisine : Le Japon veggie,"Envie d’apporter les saveurs délicates du Japon à votre cuisine? Les ingrédients emblématiques transforment les plats simples en véritables explosions de goût: shoyu, miso, gomasio, umeboshi…","Voyage au Japon… en version veggie INSCRIPTION OBLIGATOIRE PAR ICI Envie d’apporter les saveurs profondes et délicates du Japon à votre cuisine végétale ? Dans cet atelier, nous explorerons les ingrédients et condiments emblématiques qui transforment les plats les plus simples en véritables explosions de goût : shoyu, miso, gomasio, umeboshi… Au menu : découverte, dégustation et réalisation de recettes simples pour éveiller vos papilles. La cuisine japonaise se distingue par l’art d’extraire et de sublimer les saveurs grâce à des ingrédients soigneusement choisis. Dans cet atelier, nous plongerons dans l’univers du shoyu (sauce soja fermentée), du miso (pâte de soja riche en umami), du gomasio (mélange de sésame et de sel) et de l’umeboshi (prune salée et acidulée). Vous apprendrez comment les sélectionner, les associer et les doser pour donner une intensité aromatique à vos plats végétaux, que ce soit pour des recettes japonaises authentiques ou pour revisiter votre cuisine quotidienne. Nous préparerons ensemble plusieurs petites réalisations — sauces, accompagnements et plats simples — afin que vous puissiez intégrer ces condiments à vos repas en toute facilité. Le tout se déroulera dans l’ambiance conviviale et attentive du centre de yoga, où la cuisine devient aussi un moment de découverte culturelle et sensorielle.",,Paris,Île-de-France,FR,28 Rue Planchat 75020 Paris,"{'lon': 2.398318, 'lat': 48.853824}",2025-10-04T08:30:00+00:00,2025-10-04T10:30:00+00:00,https://openagenda.com/la-grande-semaine-vegetale/events/atelier-de-cuisine-le-japon-veggie
23776143,L’hôpital Sainte-Anne pendant la guerre,"Visite commentée ""L’hôpital Sainte-Anne pendant la guerre""","Sous l’Occupation, 45 000 patients en psychiatrie meurent de faim, de froid, ou faute de soins : une « extermination douce ». Qu’en était-il à Sainte-Anne ? Comment y vivaient les patients ? Quel fut le rôle des soignants ? Une plongée dans l’histoire de l’hôpital, au plus près du quotidien des malades et de l’engagement médical pendant la guerre.",,Paris,Île-de-France,FR,"1 Rue Cabanis, 75014 Paris, France","{'lon': 2.340449, 'lat': 48.830228}",2025-09-21T13:00:00+00:00,2025-09-21T14:30:00+00:00,https://openagenda.com/jep-2025-ile-de-france/events/lhopital-sainte-anne-pendant-la-guerre
56985005,"Trésors sauvés de Gaza, 5000 ans d’histoire",Exposition trésors Gaza,"Profitez des Journées européennes du patrimoine pour (re)découvrir l'exposition temporaire ""Trésors sauvés de Gaza, 5000 ans d’histoire"" ! Gaza recèle quantité de sites archéologiques de toutes les époques aujourd’hui en péril. C’est donc une collection exceptionnelle à plus d’un titre que donne à découvrir l’IMA, constituée de pièces de grande valeur, que les aléas de l'histoire ont sauvées du désastre et qui révèlent la densité de son histoire, trésor inestimable dont cette exposition dit toute la complexité.",,Paris,Île-de-France,FR,"1 Rue des Fossés Saint-Bernard, 75005 Paris, France","{'lon': 2.356478, 'lat': 48.848979}",2025-09-20T08:00:00+00:00,2025-09-21T17:00:00+00:00,https://openagenda.com/jep-2025-ile-de-france/events/tresors-sauves-de-gaza-5000-ans-dhistoire-2307949
63841724,Week-end de la Rose,"Pendant tout le week-end, venez nous rendre visite et profitez des ateliers, des démonstrations et des conseils animés par des professionnels :","Pendant tout le week-end, venez nous rendre visite et profitez des ateliers, des démonstrations et des conseils animés par des professionnels : - Visite de la roseraie – réservation sur place - Visite du parc – réservation sur place - Atelier d’art floral – réservation sur place - Vote pour le prix du public - Démonstration de greffage de rosiers - Démonstration d’hybridation de rosiers le samedi après-midi - Démonstration de confection de roses pour la Haute Couture par les élèves du lycée Octave Feuillet - Jeux pour enfants - Conservatoire des Collections Végétales Spécialisées - Section Roses de La Société Nationale d’Horticulture de France - Vente de bouquets de fleurs - Vente de rosiers en pot - Vente de produits alimentaires et cosmétiques à base de rose - Baptême d’un rosier - Restauration sur place",,Paris,Île-de-France,FR,Route de Sèvres à Neuilly 75016 Paris,"{'lon': 2.238851, 'lat': 48.863052}",2025-06-07T08:00:00+00:00,2025-06-08T16:00:00+00:00,https://openagenda.com/culture/events/week-end-de-la-rose-9524274
33846389,Danser,"Entrez dans la danse. Une parenthèse enchantée, en gestes et en musique, qui parle à l’esprit, aux sens comme au corps et qui invite à le mettre en mouvement.","Cette exposition temporaire entraîne petits et grands - à partir de 4 ans - dans une expérience dansée collective, joyeuse, créative et spontanée. Puissant vecteur de communication et d’expression, la danse aide à découvrir son corps, créer du lien social et explorer l'espace. Mettez votre corps en mouvement et visitez l’exposition en dansant, tout simplement.","['CND', 'Centre national de la danse', 'Danser']",Paris,Île-de-France,FR,"30 avenue Corentin Cariou, 75019 Paris, France","{'lon': 2.387091, 'lat': 48.895942}",2025-05-17T16:00:00+00:00,2025-05-17T21:59:00+00:00,https://openagenda.com/culture/events/danser-6430484
39962458,Les lumières de la nuit au planétarium,"Sous un beau ciel étoilé, repérez-vous parmi les étoiles et les constellations.","Et sur les planètes du système solaire, quelles étoiles voit-on ? Continuez votre voyage parmi les milliards d'étoiles de notre galaxie, la Voie Lactée.","['Espace - astronautique - astronomie', 'Cinémas - Spectacles', 'Cinéma', 'Spectacle automatique planétarium', 'Séance animée du planétarium', 'Spectacle', 'Activités et animations']",Paris,Île-de-France,FR,"30 avenue Corentin Cariou, 75019 Paris, France","{'lon': 2.387091, 'lat': 48.895942}",2025-05-17T16:00:00+00:00,2025-05-17T17:30:00+00:00,https://openagenda.com/culture/events/les-lumieres-de-la-nuit-au-planetarium
81168448,Entre Terre et Ciel... Lune au planétarium,Embarquez pour un voyage inédit vers la lune et le système solaire. De nuit comme de jour la lune accompagne nos rêves.,"Le planétarium de la Cité vous propose d'embarquer pour un voyage inédit vers la lune et le système solaire. De nuit comme de jour la lune accompagne nos rêves. La Lune, le satellite naturel de la Terre, est certainement pour nous, l'astre le plus familier. Pour comprendre son histoire et son évolution, de nombreuses sondes spatiales l'ont explorée. Mais comment la lune s'est-elle formée et pourquoi est-elle si importante pour notre planète? Observez le mouvement de la lune autour de la Terre, les phases lunaires, les éclipses et découvrez les futurs projets d'exploration lunaire.","['Espace - astronautique - astronomie', 'Cinémas - Spectacles', 'Séance animée du planétarium', 'Activités et animations']",Paris,Île-de-France,FR,"30 avenue Corentin Cariou, 75019 Paris, France","{'lon': 2.387091, 'lat': 48.895942}",2025-05-17T18:00:00+00:00,2025-05-17T20:30:00+00:00,https://openagenda.com/culture/events/entre-terre-et-ciel-lune-au-planetarium
73043584,"Points paroles - À la découverte de l'exposition ""La pêche au-delà du cliché. Inédits de la collection / Jean Gaumy et la mer.""","Des visites de 30 minutes permettent de découvrir en avant-première la double exposition temporaire du musée national de la Marine à Paris, _La pêche au-delà du cliché. Inédits de la collection / et…","Des points paroles permettent de découvrir en avant-première la double exposition temporaire du musée national de la Marine à Paris, La pêche au-delà du cliché. Inédits de la collection / Jean Gaumy et la mer .",,Paris,Île-de-France,FR,"17 place du Trocadéro et du Onze Novembre, 75016 Paris, France","{'lon': 2.287234, 'lat': 48.862153}",2025-05-17T18:00:00+00:00,2025-05-17T21:30:00+00:00,https://openagenda.com/culture/events/visite-flash-a-la-decouverte-de-lexposition
54888073,Que d'espoir,Compagnie Point Fixe - Christian Hecq et Valérie Lesort,"Que d’espoir ! est un montage de textes issus de différents cabarets d’Hanokh Levin. Hanokh Levin dépeint avec un humour décapant et une grande tendresse notre misérable condition humaine. Il explore, comme personne, nos angoisses existentielles, notre course effrénée derrière un bonheur chimérique. Ces personnages exubérants, hilarants et attachants nous parlent aussi d’espoir, de la démesure de nos rêves face à notre destinée si étriquée. Ce combat, que nous menons tous, perdu d’avance, mais qui vaut tellement le coup d’être vécu. L’universalité du sujet, la diversité des âges et des milieux sociaux des protagonistes, ce constat que nous sommes, finalement, tous égaux face à la mort, a éveillé en moi une idée : Je voudrais que les personnages se transforment à vue, qu’ils échangent certaines parties de leurs corps et de leurs visages, pour devenir, devant les yeux des spectateurs, quelqu’un d’autre, à la manière du jeu Monsieur Patate. Le spectacle sera ponctué de chansons écrites par l’auteur, dont la musique sera composée et interprétée en live par Charly Voodoo, grande figure du cabaret de Madame Arthur à Paris.",,Paris,Île-de-France,FR,1 place Charles Dullin 75018 Paris,"{'lon': 2.342454, 'lat': 48.883458}",2025-04-24T19:00:00+00:00,2025-07-13T15:30:00+00:00,https://openagenda.com/culture/events/que-despoir
43293160,Cadavre Exquis,L'Envolée Cirque - Pauline Barboux,"Pour cette Féria aérienne, les artistes et techniciens de L’Envolée Cirque organisent un tour de quartier en quatre étapes dans quatre quartiers du 19ème (Place des Fêtes, Plateau, Danube-Manin, Secrétan), où, comme dans les courses à étapes, les points d’arrivée de chaque jour deviennent les points de départs du lendemain. Inspirée du principe d’écriture surréaliste, Cadavre Exquis est une déambulation fantastique, musicale et hautement spectaculaire à hauteur de quartier. Les spectateur.trices sont invité.es à suivre un musicien-conteur dans différents lieux où des surprises acrobatiques et magiques les attendent. En chemin, vous croiserez certainement des acrobaties aériennes et au sol, un mât chinois, des équilibres sur les mains et sur fil-de-fer, un tripode, des jongleries optiques, une charrette musicale, un meuble roulant… Cadavre exquis, ce sont des présences fantasmagoriques qui dévoilent les moindres recoins des lieux. Cadavre exquis, c’est donner à voir du sensible et du contemplatif. Écoutez le murmure que les pierres se racontent, embarquez vers de possibles mirages, départ imminent !","['cirque', 'aérien', 'déambulation', 'musique']",Paris,Île-de-France,FR,5 rue du plateau 75019,"{'lon': 2.385064, 'lat': 48.877744}",2025-07-03T16:00:00+00:00,2025-07-06T15:00:00+00:00,https://openagenda.com/culture/events/cadavre-exquis-4950264
88143771,"Exposition ""Des Chimères""","Margaux Laurens-Neel, présente son exposition de fin de résidence ""Henner, le ruban, la braise"" du 15 mai au 23 septembre dans les salles du musée.","Entre sculptures et aquarelles, Margaux Laurens-Neel réinterprète l’œuvre énigmatique de Gustave Moreau : Les Chimères. À travers 35 aquarelles et 11 sculptures représentant des créatures, des chimères, des éléments végétaux, des ornements… la nouvelle exposition de l’artiste Margaux Laurens-Neel : ""Des Chimères"" (du 27 mars au 7 juillet 2025) invite les visiteurs du musée national Gustave Moreau (Paris 9e) à redécouvrir une œuvre inachevée et énigmatique du peintre. Margaux Laurens-Neel, née à Deauville en 1997, est une artiste peintre, photographe et sculptrice franco-britannique. Elle vit et travaille à Paris. Diplômée des Beaux-Arts de Paris en 2021, où elle fréquentait l’atelier de Joann Sfar, auteur de bande dessinée, celui d’Eric Poitevin, photographe et suivait l’enseignement de François-René Martin, historien de l’art. Son parcours a été ponctué d’un séjour à l’Académie des Beaux-Arts de Vienne et d’un autre à Berlin. Plus de 140 ans après l’œuvre initiale, l’exposition ""Des Chimères"" de Margaux Laurens-Neel, invite les visiteurs à porter un nouveau regard sur cette île qui regorge d’infinis mystères et sur le travail passionné, voire obstiné de Moreau. En résulte, 35 peintures (gouache et aquarelle) sur papier naturel et 11 sculptures en céramique émaillée, pour certaines lustrées avec de l’or, allant de 50 cm à 1,40 m. Ses créations surgissent dans diverses parties : au rez-de-chaussée du musée et au deuxième étage dans les meubles à dessins, en résonnance avec ses collections et ses œuvres.",,Paris,Île-de-France,FR,"14 Rue Catherine de la Rochefoucauld, 75009 Paris, France","{'lon': 2.334416, 'lat': 48.877912}",2025-05-17T16:00:00+00:00,2025-05-17T20:00:00+00:00,https://openagenda.com/culture/events/exposition-des-chimeres
